tweet	date	svm	nb	sa-score	sa-rounded
#Opinion: Will the suspension of individual travel to China’s #Taiwan cause trouble for the mainland? https://t.co/9QE3ObolEu https://t.co/V2PQhiShw7 	8/1/19	0	1	-0.4019	-1
"DPP has continuously promoted “Taiwan independence” activities, constantly inciting hostility and confrontation toward the mainland, seriously undermining the basis and conditions for mainland residents to visit Taiwan for individual travel: mainland’s #Taiwan affairs office https://t.co/jLPwRAJTkc "	8/1/19	0	0	-0.7351	-1
"China thinks highly of the #Fiji govt for dealing with the Taiwan question under the #OneChina policy, a FM spokesperson said Thursday in response to its decision to change its office name for China’s #Taiwan, stressing that the one-China policy is the trend of the time. https://t.co/5bxXqJuMNe "	8/1/19	0	0	-0.3612	-1
"JUST IN: The issuance of individual tourist travel visas to China's #Taiwan from 47 mainland cities will be suspended starting Aug 1, according to the mainland-based Association For Tourism Exchange Across The Taiwan Straits https://t.co/rfxGh10MOu "	7/31/19	0	0	-0.4767	-1
The Chinese Kuomintang (KMT) party Sunday nominated Kaohsiung Mayor Han Kuo-yu as the party's candidate for the 2020 Taiwan leadership election to be held next January. https://t.co/OXfaRKjNT3 	7/28/19	0	0	0.6597	1
"A 4.0-magnitude #earthquake jolted Yilan County, China's Taiwan, at 14:39 local time on Friday, with a depth of 60 km, according to China Earthquake Networks Center. https://t.co/4HBMd4o8LL "	7/26/19	0	0	0	0
"China has been closely monitoring a US warship which passed through the #Taiwan Strait and urged the US to adhere to the #OneChina principle and China-US three joint communiqués and prudently handle Taiwan-related issues: Chinese FM, Thur (file pic) https://t.co/RTDv47BlYC "	7/25/19	0	0	-0.1779	-1
"A Hong Kong man was detained for suspicious possession of explosive and offensive weapons by #HongKong police in an airport early Tuesday morning while attempting to flee to China's Taiwan, local police officer confirmed on Wed. (photo via Global Times) https://t.co/ov2ZagvxXm "	7/24/19	0	0	-0.8779	-1
White paper: 	7/23/19	0	1	0	0
"A 4.7 magnitude earthquake struck off the coast of Pingtung County, China's Taiwan, at 12:06 pm on Monday local time, according to the China Earthquake Networks Center. https://t.co/T5n42ODtyP "	7/22/19	0	0	-0.25	-1
China’s first highway-railway cross-strait bridge saw all sections connected on Tuesday morning. The 16.34-km bridge will be open to vehicles in 2020. It also marks the closest cross-strait bridge to China’s #Taiwan. https://t.co/5TOoqrvF8A 	7/16/19	0	0	0	0
".@honeywell says it has no ""direct dealings"" with Taiwan and sees ""no reason"" for sanctions after China said it will sanction US firms over Taiwan arms deal, a serious violation of the #OneChina principle (via @globaltimesnews) https://t.co/1hvCrzGkCR "	7/16/19	0	0	-0.7845	-1
"China mulls sanctions on US companies involved in arms sales to China's #Taiwan in order to safeguard national interests, FM spokesperson said Mon. Neither the Chinese govt nor Chinese companies will conduct cooperation or business exchanges with those companies. https://t.co/hEZDCbrgLj "	7/15/19	0	0	0.5574	1
"#China will impose sanctions on U.S. firms that sell weapons to #Taiwan, Chinese Foreign Ministry confirmed on Friday https://t.co/inhGO6iRtL "	7/12/19	0	0	-0.6249	-1
"A direct passenger-cargo sea route opened Thursday linking Pingtan in SE China’s #Fujian and Kaohsiung in China’s #Taiwan to facilitate cross-Strait ferry and cargo services. Over 900,000 cross-Strait passengers have traveled between the two cities since 2011. https://t.co/TX5E7AHfEM "	7/12/19	0	0	0	0
The Chinese military on Thu expressed strongly opposed  the US approval of a plan to sell about $2.22-billion worth of weapons to Taiwan and urged the US to immediately withdraw the sale and stop all forms of military contact with Taiwan: Ministry of National Defense. https://t.co/PFfi21x5sk 	7/11/19	0	0	0.3612	1
"Chinese FM spokesperson on Tue urged the US to stop its military arms sales to Taiwan, which has violated #OneChina principle and damaged China’s sovereignty and security, in response to reports that the US has approved $2.2B-worth of arms sales to the island. https://t.co/KUMOV8x1BB "	7/9/19	0	0	-0.5106	-1
"Nearly 800 mln #5G smartphones will be delivered in 2023 globally, while China's mainland, Taiwan, Hong Kong and Macao might account for 34 pct of the total shipments, forecasted global technology market analyst firm Canalys in a recent report. https://t.co/6kMJu0Me5N "	7/7/19	0	0	0	0
"🐼Giant panda ""Yuanzai"" enjoys a birthday cake at the Taipei Zoo, Taiwan, China. Yuanzai, the baby of two giant pandas, Tuantuan and Yuanyuan, celebrated its sixth birthday n July 6, 2019. https://t.co/E5H29djttq "	7/6/19	0	0	0.7906	1
"The Ministry of Public Security of China (MPS) will ease rules for temporary driving permits in South China’s Hainan province from August 1 to facilitate the entry of foreigners and residents of Hong Kong, Macao and Taiwan. https://t.co/Zyb2TMztKB "	7/6/19	0	0	0.5994	1
"The US continues to pursue the one-China policy, said US President Donald Trump when meeting President #XiJinping on the sidelines of #G20 Osaka summit on Sat. He made the remarks after President Xi expounded on the principles and position of Chinese government on Taiwan question https://t.co/BtVqWpX4yL "	6/29/19	0	0	0	0
"Any ""Taiwan independence"" separatist attempts to provoke, create confrontation between compatriots across the Strait is doomed to fail, a Chinese mainland spokesperson said Wed in response to Democratic Progressive Party administration's attempts to block cross-Strait exchanges. https://t.co/X6Jfx8BLOX "	6/26/19	0	0	-0.8957	-1
"Chinese central government firmly supports #HKSAR on extradition bill amendments, which would allow the transfer of suspects wanted in the Chinese mainland, Taiwan and Macao, to prevent Hong Kong from becoming a “crime evasion paradise”, said China’s ambassador to the UN on Thur. https://t.co/q0ryJNg1Qs "	6/14/19	0	0	0.2732	1
"The Hong Kong SAR govt on Sunday called for rational discussion on amendments to the fugitive offenders ordinance. The bill, which was prompted by the murder of a #HongKong resident in China's Taiwan, addresses deficiencies to ensure that Hong Kong remains a safe city. https://t.co/IUPPKnHvto "	6/9/19	0	0	-0.4019	-1
"A group of 94 suspects from Taiwan, escorted by Chinese police, flew in Beijing on Fri from Spain, the first delivery of telecom fraud suspects in this scale from Europe. https://t.co/7vej2Nh7m3 "	6/7/19	0	0	-0.8225	-1
"Chinese mainland is firmly opposed to US arms sales to Taiwan, Chinese FM spokesperson said Thur, urging the US to abide by one-China principle and Sino-US joint communiques and stop military contact with Taiwan, including arms sales https://t.co/GxU1YaiYRk "	6/6/19	0	0	-0.296	-1
"China must be and will be reunified, said Chinese State Councilor and Defense Minister Wei Fenghe at Shangri-La Dialogue, warning against any attempts to separate Taiwan from China https://t.co/amZNICvrMJ https://t.co/LUel0bCTSo "	6/2/19	0	0	-0.2263	-1
"Shanghai-based Fubon Bank (China) Co has received approval to issue credit cards in the Chinese mainland, becoming the first Taiwan-funded bank to be granted with such permission, according to a Chinese mainland spokesperson Wed. https://t.co/koAAVCV0Ms "	5/30/19	0	0	0.7717	1
"Local lawmakers in #Taiwan, China, have legalized same-sex marriage in a first for Asia, according to local media reports. https://t.co/laY82PMSop "	5/17/19	0	0	0	0
"At Taipei Zoo, giant #pandas Tuantuan (male) and Yuanyuan (female) have drawn large crowds over the past 10 years. They were sent to Taiwan from the Chinese mainland in late 2008. In 2013, they had a baby called Yuanzai. https://t.co/AiyQ5GrkWH "	5/7/19	0	0	0	0
Australia's government has been criticized by Chinese netizens for listing China's #Taiwan as a country in an official document on its attorney-general's department website. https://t.co/q4CyD65QCC 	5/5/19	0	0	-0.3612	-1
"Rainbow village, a residential community, was painted with vibrant art in #Taichung city, Taiwan. The colorful site has become a tourist attraction of the city. https://t.co/hgcWvalUux "	5/1/19	0	0	0.7506	1
"China closely followed the situation of US warships sailing through the #TaiwanStrait and urges the US side to deal with the Taiwan issue properly to avoid impacting China-US ties and peace and stability across the Taiwan Strait: FM spokesperson, Mon. (file pic) https://t.co/1VZa7mQU5N "	4/29/19	0	0	0.2023	1
"A China's mainland spokesman said on Wed that the mainland has never interfered in elections in #Taiwan and that it never will, in response to recent comments by island authorities and the US, adding that ""the accusation is nonsense and has ulterior motives behind it."" https://t.co/4eCV8ekMED "	4/24/19	0	0	-0.5719	-1
"A spokesman for the Ministry of National Defense said on Wed that China resolutely opposes the recent $500 million military deal between the US and Taiwan, calling the move ""a complete mistake"" and ""very dangerous."" https://t.co/zWdLo5irex "	4/24/19	0	0	-0.6478	-1
"In the heartwarming video, nurses acted quickly to shelter newborns from 6.1-magnitude earthquake that struck Hualien, Taiwan, China https://t.co/8QAzqLHSK5 "	4/22/19	0	0	0.2732	1
"#UPDATE: All subway services were reportedly suspended in Taipei after the M6.7 #HualienEarthquake Thursday, one of the strongest to hit Taiwan in 5 years. There has been no report of casualties so far. https://t.co/D9QpdYH419 "	4/18/19	0	0	-0.34	-1
"#BREAKING: A M-6.1 #earthquake jolted near Hualien County, SE China's Taiwan at 13:01 Thursday, according to China Earthquake Networks Center https://t.co/90vtGg9qVs "	4/18/19	0	0	0	0
"#BREAKING: Terry Gou, business tycoon who is the founder and chairman of Foxconn, confirms bid for Taiwan leadership in 2020 https://t.co/aWZ1ysoS95 "	4/17/19	0	0	0	0
"Nobody should underestimate China's firm resolve and strong ability to protect its sovereignty and territorial integrity, a mainland spokesperson said Tuesday, in response to the Taiwan DPP administration's slander of the PLA regarding its patrol around China's island of Taiwan https://t.co/qUfKspyqov "	4/16/19	0	0	0.8807	1
"PLA fighter jets flying across the Taiwan Strait is a regular training arrangement, said a State Council Taiwan Affairs Office spokesperson on Wed, in response to Taiwan authorities’ claim on March 31 that the move was ""provocative and damaging the cross-strait status quo."" https://t.co/rdvLzsolVP "	4/10/19	0	0	-0.4019	-1
"A 5.0-magnitude #earthquake jolted the sea near #Hualien county, Taiwan, China on Tuesday night: China Earthquake Networks Center (CENC) https://t.co/4GJxO5TwPo "	4/9/19	0	0	0	0
"A Cathay Dragon flight from Kaohsiung to Hong Kong returned to Kaohsiung shortly after takeoff on Monday morning due to an engine fire caused by a suspected bird strike, Taiwan media reported. The plane, with 317 people on board, landed safely. https://t.co/53BJU0ITEp "	4/7/19	0	0	-0.1531	-1
"China resolutely opposes any form of official exchanges and military ties between the US and Taiwan, a Chinese foreign ministry spokesperson said Thursday in response to reports that the US has been posting active military personnel at the American Institute in Taiwan since 2005 https://t.co/0FgiWAlZUv "	4/4/19	0	0	0.4019	1
"35 Chinese cities (excluding Hong Kong, Macao, and Taiwan) had rail-based transit systems in operation by the end of 2018, according to the China Association of Metros. The combined length of the 185 urban rail transit lines in these cities reached 5,761 km. https://t.co/rYP22dAmRJ "	4/4/19	0	0	0.1027	1
"#BREAKING: A M-5.1 #earthquake hit Taitung County of SE China's Taiwan at 09:56 am Thursday, according to China Earthquake Networks Center https://t.co/1J5qf2IdLP "	4/3/19	0	0	0	0
"#BREAKING: M5.7 earthquake hits near Taidong County on the southeastern coastline of China's island of Taiwan, according to China Earthquake Networks Center. No casualties reported so far. https://t.co/xuucFmuANG "	4/2/19	0	0	-0.296	-1
"Fairyland on earth! Aerial view of the seashore at Hualien City, Taiwan, China https://t.co/UCfeVmJhLG "	4/2/19	0	0	0	0
"Trade deals worth over 1B yuan ($149M) have been signed during Kaohsiung Mayor Han Kuo-yu's first visit across the Taiwan Strait to the Hong Kong and Macao SARs, Guangdong's Shenzhen, and Fujian's Xiamen, selling the city's agricultural and fishery products to mainland cities. https://t.co/xcQzetTUn4 "	3/27/19	0	0	0.2263	1
China has lodged representations with the US and urges the US side to abide by the agreed #OneChina principle and carefully handle Taiwan-related issues after two US warships sailed through the Taiwan Strait. (file pic) https://t.co/sHTrnGRu8k 	3/25/19	0	0	0.2732	1
"A 5.3-magnitude earthquake jolted the sea area near Taitung county, Taiwan, at 10:32 a.m. Friday, with a depth of 11km, according to the China Earthquake Networks Center (CENC). https://t.co/Mm93gM8UXN "	3/7/19	0	0	0	0
"President #XiJinping extended greetings to Chinese people of all ethnic groups, compatriots in Hong Kong, Macao and Taiwan, and overseas Chinese Sunday, ahead of #SpringFestival. https://t.co/3bRynBjq7t "	2/3/19	0	0	0.4215	1
"China has been monitoring the situation and urges the US to abide by the agreed One-China principle and carefully handle Taiwan-related issues, the Chinese foreign ministry said on Friday in response to two US warships sailing through the Taiwan Strait on Thursday https://t.co/NOnGPjF3VX "	1/25/19	0	0	0.2732	1
"Lin Qingxuan, a Taiwan essayist who has been awarded numerous prizes, passed away at the age of 65, local media reported. https://t.co/gxJLAjG2JN "	1/22/19	0	0	0.6908	1
"A direct sea freight route opened on Saturday between Taiwan's Kaohsiung and Pingtan in Fujian province, drastically shortening shipping times from 2-3 days to just 9 hours for the 330-km journey, which links the island's fresh farm produce with mainland markets. https://t.co/J9oeHuiisx "	1/21/19	0	0	0.3182	1
"Residents of #HongKong, #Macao, and #Taiwan are allowed to sign up and sit teaching qualification exams for primary and middle school teachers in the Chinese mainland, according to the website of the Ministry of Education (MOE) Thursday https://t.co/n5Dqw8TYbo "	1/10/19	0	0	0	0
"Taiwan will be guaranteed lasting peace after peaceful reunification, President Xi Jinping said on Wednesday. https://t.co/a53T7IHHMA "	1/1/19	0	0	0.7717	1
President Xi Jinping on Wednesday said the Taiwan question is China's internal affairs and allows no external interference. https://t.co/qpVXKNQSa5 	1/1/19	0	0	-0.296	-1
"President Xi Jinping proposed that the mainland and Taiwan conduct democratic consultation on cross-Strait relations and the future of the nation, and establish institutional arrangement for peaceful development of cross-Strait relations. https://t.co/b1lHFdpdKt "	1/1/19	0	0	0.4939	1
"But Xi also made no promise to renounce the use of force, adding that this message doesn’t target compatriots in Taiwan, but the interference of external forces and the very small number of “Taiwan independence” separatists and their activities. https://t.co/QiabWiDZZH "	1/1/19	0	1	0.2541	1
"Since 1949, the Communist Party of China (CPC), the Chinese government and the Chinese people have always unwaveringly taken resolving the Taiwan question to realize China's complete reunification as a historic task, President Xi Jinping said. https://t.co/SSatFH85FV "	1/1/19	0	0	0.6486	1
"President Xi Jinping will attend a gathering in Beijing on Wed to commemorate the 40th anniversary of the ""Message to Compatriots in Taiwan,"" which was issued in 1979 to proclaim major policies and principles of the peaceful reunification of China. Follow us for live coverage. https://t.co/csMWMUDuSr "	1/1/19	0	0	0.4939	1
"President #XiJinping will deliver a speech at a gathering to commemorate the 40th anniversary of issuing Message to Compatriots in Taiwan, scheduled for Wednesday morning in Beijing. https://t.co/2ZZq9qxrXj https://t.co/Q4cqzlrbpU "	12/31/18	0	0	0	0
"Meet the people behind Taiwan Strait (#Fuzhou) Panda Caring Volunteer Service Group, a group of volunteers who have completed 10,000 hours of volunteer service to protect the Chinese people’s common national treasure: pandas. https://t.co/uPQ4fyUJUg https://t.co/8B41Hhbqzu "	12/20/18	0	0	0.7906	1
"A 5.2-magnitude #earthquake struck the waters off the Hualien county of Taiwan at 5:21 am Sunday (Beijing Time), according to the China Earthquake Networks Center (CENC). https://t.co/DEz0AQvXDe "	12/15/18	0	0	-0.25	-1
"Today marks the 1st death anniversary of renowned poet, writer, educator Yu Kwang-chung.  Yu was most known for his poem ""Nostalgia"", in which he vividly described the relationship between people on either side of the #Taiwan Strait https://t.co/j1cvKBq7Wi "	12/14/18	0	0	-0.5994	-1
"Chiang Pin-kung, former vice chairman of the Chinese Kuomintang (KMT) party, passed away Monday in Taipei at the age of 86, the KMT said in a statement. Chiang was also the former chairman of the Taiwan-based Straits Exchange Foundation (SEF). https://t.co/9BFvASI62J "	12/10/18	0	0	0.0258	1
"Guangxi Zhuang Autonomous Region in South China will introduce a tax refund policy on Dec. 11 for foreigners staying in China within 183 days and people from Hongkong, Macao, and Taiwan https://t.co/El1A9k59d5 "	12/7/18	0	0	0	0
"#BREAKING: M-5.6 #earthquake hit near Taiwan Strait at 07:57 am Monday, according to China Earthquake Networks Center https://t.co/Qrle4g3uGt "	11/25/18	0	0	0	0
"The Chinese mainland will continue to enhance solidarity with #Taiwan compatriots and follow a path of peaceful development of cross-Strait relations, State Council's Taiwan Affairs Office spokesperson said on Sun, after local elections in Taiwan announced results. (file pic) https://t.co/WAuCdtjOos "	11/24/18	0	0	0.6597	1
"China firmly opposed any official contact and military links between the U.S. and #Taiwan, a Foreign Ministry spokesperson said Wednesday in response to the upcoming ""U.S.-Taiwan Defense Industry Conference"" in Maryland, U.S https://t.co/9vcF8KmH9y "	10/31/18	0	0	0.128	1
"China closely monitored the situation as US warships sailed through #TaiwanStrait on Mon and expressed concerns to the US side, Foreign Ministry said on Tue, urging the US to adhere to the one-China principle and three joint communiqués and prudently handle Taiwan-related issues https://t.co/SNccW8qet9 "	10/23/18	0	0	-0.128	-1
"#BREAKING: M6.0 quake hits waters near #Hualian, South China's Taiwan on Tuesday, according to the China Earthquake Networks Center (CENC) https://t.co/gyzo21vrKy "	10/23/18	0	0	0	0
"#UPDATE: A preliminary investigation showed that speeding was the cause to Taiwan's worst train disaster in decades, which claimed 18 lives and left nearly 200 people injured Sunday. https://t.co/Otj6r8wRXi "	10/22/18	0	1	-0.8979	-1
"VIDEO: Watch the shocking moment the train derails in Taiwan, killing at least 18 and injuring many others. https://t.co/qi275wdqHk "	10/21/18	0	0	-0.8555	-1
"#UPDATE: Two mainland tourists were injured in the Taiwan train derailment and one of them is in serious condition, local authorities said Monday. The death toll stands at 18 and at least 187 others have been injured, according to the latest data. https://t.co/TqqM4IaSla "	10/21/18	0	0	-0.9287	-1
"18 killed and 120 injured after a Puyuma Express derailed in Taiwan on Sunday. The accident took place when the express was en route from Shulin to Taitung. The No. 6432 Puyuma Express has a total of eight carriages, five of which overturned as the accident happened. https://t.co/kHPwjTbaDN "	10/21/18	0	0	-0.9517	-1
"The mainland's Taiwan affairs office said Wed that China will safeguard its national sovereignty and territorial integrity and urged relevant parties to act with caution, in response to reports that the US is planning naval exercises in the #SouthChinaSea and #TaiwanStrait in Nov https://t.co/mQz1TNYRQx "	10/16/18	0	0	0.7845	1
"Taiwan leader Tsai Ing-wen's speech on Wednesday showed the ""sinister intention"" to cooperate with anti-China forces in the West and will bring Taiwan into a more dangerous situation, said mainland spokesman for Taiwan affairs https://t.co/6Nv01UraKJ "	10/10/18	0	0	-0.807	-1
"China firmly opposes the US approval of $330 million worth of arms sales to Taiwan, a mainland spokesman said on Tuesday, adding China resolutely opposes any official contact and military links between the US and Taiwan. https://t.co/Ky6BGSA9wb "	9/25/18	0	0	0.6124	1
"China on Tuesday expressed strong dissatisfaction and firm opposition to the U.S. approval of a 330 million U.S. dollar arms sales to Taiwan, and has lodged solemn representations with the U.S. side over the move https://t.co/pfejcwEJro "	9/25/18	0	0	0.4404	1
Rising embracement of reunification with mainland as dissatisfaction with authorities' handling of cross-strait ties reaches record high in Taiwan: polls https://t.co/TfLzQOJyRH https://t.co/uzZ5e7aUFa 	9/18/18	0	1	-0.4588	-1
"Taiwan must stop infiltration and sabotage activities against Chinese mainland, urged a spokesperson for the Taiwan Affairs Office of the State Council on Sun, in response to recent media reports of Taiwan's intelligence agencies’ steal of intelligence and sabotage activities. https://t.co/LHvIlT5R1H "	9/16/18	0	1	-0.7184	-1
"More than 22,000 Taiwan residents have applied for residence permits in the Chinese mainland by Sept. 10, said Taiwan Affairs Office of the State Council Wed. The new residence permits enable residents of Hong Kong, Macao and Taiwan to enjoy same public services. https://t.co/E8mRyBMHWa "	9/12/18	0	0	0.4939	1
"No flexibility will be exceptional to one-China fundamental principle, China's Foreign Ministry said on Thur in response to the United Airlines' recent change on its official website, separating the Chinese mainland, Hong Kong and Taiwan as options for locations and currencies https://t.co/oMoSNTNGMf "	8/30/18	0	0	0.4588	1
"Chinese netizens have called on Ikea to abide by the one-China principle, after discovering that the company's packaging lists the Taiwan island on par with China https://t.co/YgA0CfTUfc "	8/28/18	0	0	0	0
"China on Monday dismissed claims of #Taiwan' s Democratic Progressive Party that El Salvador agreed to establish diplomatic ties with the mainland after seeking $27 billion of ""massive funding support"", adding that the bilateral ties based on one-China principle https://t.co/jyLTHqjGLk "	8/27/18	0	1	0.7579	1
"The official website for Test of English as a Foreign Language (#TOEFL) has changed its way of listing ""Taiwan"" to ""Taiwan, China"", falling in line with Beijing’s requirement and the testing location for admission tickets &amp; transcripts have also been changed to ""Taiwan, China"" https://t.co/yOQQA5ZhQE "	8/24/18	0	0	-0.1531	-1
"There's no reason for anybody to criticize China-El Salvador ties, Chinese foreign ministry spokesman said on Wed, in response to US reviewing its relationship with El Salvador after the latter cut diplomatic ties with Taiwan in favor of Chinese mainland https://t.co/qgxjSflWxs "	8/22/18	0	0	-0.4939	-1
"China and the Republic of El Salvador signed a joint communique in Beijing Tuesday on the establishment of diplomatic relations, after the Republic of El Salvador cut ""diplomatic relations"" with Taiwan. https://t.co/RYcFpQtuYZ "	8/20/18	0	1	-0.2732	-1
"China has lodged solemn representations with the United States as Taiwan's leader Tsai Ing-wen visited its space agency NASA, Chinese foreign ministry spokesman said on Monday https://t.co/paUtHqQdAf "	8/20/18	0	0	0.3612	1
"Aerial photos taken on July 20, 2018, show patches of paddy fields juxtaposed with the Pacific coastline of Hualien, southeast China's Taiwan. (Photo/Xinhua) https://t.co/UTC0N3vlwY "	8/19/18	0	0	0	0
"Residents from #HongKong, #Macao, and #Taiwan can apply for a mainland residence permit to enjoy better public services from Sept 1, according to a new regulation to be issued by the State Council. (file pic) https://t.co/XZXcFgzMKS "	8/16/18	0	0	0.7269	1
"The Chinese mainland strongly opposes Taiwan's history textbook adjustment act as it will only further weaken cross-strait relations and intensify the nature of cross-strait confrontations, a spokesperson for the Taiwan Affairs Office of the State Council said on Wednesday. https://t.co/YmP1ODrU77 "	8/15/18	0	0	-0.4939	-1
"#Taiwan's first“Comfort Women” statue was unveiled in Tainan City on Tuesday, which is also the Internaitonal Comfort Women Day, to honor victims of Japanese military sexual slavery during WWII https://t.co/xKasUdj9nj "	8/14/18	0	1	-0.34	-1
"China on Tue expressed its firm opposition to the US Defense Authorization Act for Fiscal Year 2019 as it violates the #OneChinaPrinciple on seeking closer military ties with Taiwan, which will undermine mutual trust and bilateral cooperation: Ministry of National Defense. https://t.co/kppV5agXoj "	8/14/18	0	0	-0.0516	-1
Chinese mainland spokesperson on Monday mourned Taiwanese victims who died in a hospital fire and sent condolences to their families and the injured. https://t.co/RImLf088Db 	8/13/18	0	0	-0.9062	-1
"At least 9 killed, 16 injured after a hospital in New Taipei City, southeast China's Taiwan, caught fire on Monday morning. The fire has been put out and the cause of the fire remains under investigation. https://t.co/MIzi0h7EHW "	8/12/18	0	0	-0.9246	-1
"Taiwan residents will no longer need work permits when they are hired by enterprises on the Chinese mainland, meaning they will be treated the same as local residents, a mainland spokesman said on Wednesday. https://t.co/jDvNH7TfHX "	8/8/18	0	0	-0.296	-1
"Residents of Taiwan, Hong Kong and Macao will no longer need work permits when they are hired by enterprises on the Chinese mainland, approved earlier this month by the State Council, China's Cabinet https://t.co/52F656oLXN "	8/7/18	0	0	0.1531	1
"Fujian, SE China's coastal province, starts piping water to Kinmen county of #Taiwan at 10am, Sunday. The 28km waterline will carry 34K cubic meters of water from Longhu Lake, 2nd largest freshwater lake in #Fujian to Kinmen daily, and will increase to 55K cubic meters in future. https://t.co/sFSdGX6dqq "	8/4/18	0	0	0.3182	1
"A Chinese mainland spokesperson Friday reiterated the country's opposition against any official and military contact between the US and Taiwan, in response to a defense policy bill passed by the US Senate that endorses strengthening defense ties with Taiwan. https://t.co/ajVWGzZa7n "	8/3/18	0	0	0.765	1
"China’s foreign ministry on Tuesday called on the US to block the transit of Taiwan leader Tsai Ing-wen when she visits Belize and Paraguay next month, urging the US to honor its commitment to the one-China policy and not send any wrong signals to the “Taiwan independence” forces https://t.co/asrUFf3XJV "	7/31/18	0	0	0.6656	1
Chinese mainland spokesperson on Monday denounced #Taiwan's recent move to obstruct a mainland delegation's participation in an Asia-Pacific Economic Cooperation (APEC) meeting on digital innovation held in Taiwan on July 17 https://t.co/DJN9qwAWti 	7/30/18	0	0	0.3818	1
"It's a normal arrangement, Chinese defense ministry spokesman said on Thur, responding to 50 PLA navy warships crossing the #TaiwanStrait from July 20 to 21. A routine live-fire drill in the #EastChinaSea involving these warships was also confirmed. https://t.co/Iu1K0P0gmg "	7/26/18	0	0	-0.128	-1
"Four American airlines, including United Airlines, informed the Civil Aviation Administration of China (#CAAC) on Wed they have revised their websites and will complete their updates in two weeks after CAAC asked them to list #Taiwan as part of China on their websites https://t.co/vclpovnxzD "	7/26/18	0	0	0.4215	1
"#Commentary: US airlines change Taiwan references the right choice: China welcomes foreign companies, but they must abide by Chinese laws and regulations, respect China's sovereignty and territorial integrity, and respect the Chinese people. https://t.co/MkdHLDC1cE https://t.co/dsUlp5f8vJ "	7/26/18	0	1	0.9267	1
"7 sailors from Chinese mainland were detained by Taiwan authorities on Tue after their cargo ship entered a so-called “marine protected area” in Jinmen on its way to Fujian from Guangdong, Taiwan media reported. The ship faces a maximum fine of about $325,000, said the reports. https://t.co/MwDDdbYuT4 "	7/25/18	0	0	0.25	1
"China Wed expressed strong dissatisfaction to a US defense spending bill that includes propositions aimed at China, like strengthening defense ties w/ Taiwan &amp; studying China's ""coercive activities"" in the S China Sea, urging the US not to disrupt development of bilateral ties https://t.co/nZ1WNlbGWm "	7/25/18	0	0	0.7783	1
"It was the right decision for the East Asian Olympic Committee (#EAOC) to cancel next year's East Asian Youth Games, originally scheduled to be held in Taiwan, due to some provocative actions by some groups on the island, a Chinese mainland spokesperson said Wednesday https://t.co/O2vm6WR3wL "	7/25/18	0	0	-0.25	-1
"China appreciates US airlines' action and hopes foreign enterprises to abide by Chinese laws, Chinese foreign ministry spokesman said on Wed, after 44 foreign airlines, including three major US airlines, changed #Taiwan reference before the deadline on July 25 https://t.co/cMz5NBrCRn "	7/25/18	0	0	0.7269	1
"Let's wait and see, Chinese Foreign Ministry spokesman said on Tue, in response to a question if US airlines reject to change their identification of #Taiwan before the deadline on July 25; the spokesman reiterated that the one-China principle is not negotiable https://t.co/W0vgj4Jz78 "	7/24/18	0	0	-0.4019	-1
"Just like water boiling! Thousands of fish leap out of water at the same time in Jilong, Taiwan https://t.co/q8A6dc4vdk "	7/23/18	1	1	0.4199	1
"The bravest hitchhiker: A small but plucky bird was seen taking a free ride on the back of a large serpent eagle. The amusing and bizarre moment was captured by a photographer in Taipei, China’s #Taiwan. https://t.co/sMKgFoB5gz "	7/20/18	0	0	0.7935	1
"Chinese mainland has released new measures to expedite preferential policies for Taiwan compatriots, making it easier for them in terms of employment, housing, investment, business, education for children, and other fields in Tianjin, Zhejiang, Hubei, and Kunshan. https://t.co/0QWloQnG68 "	7/16/18	0	0	0.4215	1
"#XiJinping, general secretary of the #CPC Central Committee, Friday called on compatriots across Taiwan Straits to uphold the one-China principle, oppose ""Taiwan independence"" &amp; expand communications in all areas while meeting with former KMT chairman Lien Chan in Beijing https://t.co/OUL4v7drvk "	7/13/18	0	0	0.3182	1
"Giant panda ""Yuan Zai"" celebrated its 5th birthday at Taipei Zoo in Taipei, southeast China's #Taiwan on July 6 (Photo/Xinhua) https://t.co/kY0LmfD0x6 "	7/6/18	0	0	0.5719	1
"Lien Chan, former chairman of the Chinese Kuomintang (KMT) party, will lead a delegation from #Taiwan to Beijing from July 12 to 14, a mainland spokesperson said on Friday. (file pic) https://t.co/YG6uO9Gnac "	7/6/18	0	0	0.4019	1
"China appreciates @airindiain's move to replace ""Taiwan"" with ""Chinese Taipei"" on its website, foreign ministry spokesman said Thur, adding that the change shows the Indian carrier respects the fact that there is only one China in the world and Taiwan is an integral part of China https://t.co/hYBy2bQgYi "	7/5/18	0	0	0.6808	1
"#BREAKING: Magnitude 4.3 earthquake rocks Taidong County, south China's Taiwan (CENC) https://t.co/1BCVXsGO15 "	7/3/18	0	0	0	0
"One-China principle nonnegotiable: In response to reports that China rejected a US request to discuss how US airlines describe Taiwan, the Foreign Ministry said foreign companies are welcome, but must respect the country's sovereignty and territorial integrity. https://t.co/Ps7bxAc4XM "	6/29/18	0	0	0.8126	1
"No one can deny the existence of the 1992 Consensus, a mainland spokesman said Wed in response to Taiwan leaders' recent high-profile refusal to affirm the consensus, warning compatriots on both sides to be vigilant about their political aims. https://t.co/pMPExa0Woz "	6/26/18	0	0	-0.6486	-1
