article	date	svm	nb	sa-score	sa-rounded
"Sao Tome and Principe breaks ties with Taiwann The African island nation of Sao Tome and Principe on Wednesday broke ""diplomatic ties"" with Taiwan, conforming to a global trend to recognize the one-China principle, experts said, warning that Taiwan authorities will hurt the island's interests by refusing to acknowledge the 1992 Consensus. The Chinese foreign ministry on Wednesday expressed appreciation over Sao Tome and Principe's decision to break ""diplomatic ties"" with Taiwan, the Xinhua News Agency reported. Reacting to the announcement made by the government of Sao Tome and Principe on Tuesday (local time), foreign ministry spokesperson Hua Chunying said China welcomes the country's return to the right track of the one-China policy. The one-China principle, which involves China's core interests and the feeling of its 1.3 billion citizens, is the political basis and premise on which China is to develop friendly relations and cooperation with foreign countries, Hua said. An Fengshan, a spokesperson for the Taiwan Affairs Office of the State Council, said on Wednesday that China's firm stance on the one-China principle and opposition to ""Taiwan-independence"" will earn greater recognition and support from the international community. A Taiwan expert who requested not to be named told the Global Times on Wednesday that Sao Tome and Principe's decision reflects a global trend to recognize the one-China principle. ""The international space for Taiwan will gradually shrink if its authorities refuse to recognize the 1992 Consensus,"" the expert warned, adding that there are concerns in the island that more countries would follow in the steps of Sao Tome and Principe. The 1992 Consensus affirms the one-China principle and the current Taiwan leader Tsai Ing-wen has yet to recognize the consensus. A total of 21 countries and governments have ""diplomatic ties"" with Taiwan, including the Holy See, Burkina Faso and Swaziland, according to the Taiwan government's website. ""Taiwan has no other way but to recognize the 1992 Consensus,"" said Jin Yi, an expert at the Institute of Taiwan Studies of the Chinese Academy of Social Sciences. Jin pointed out that Sao Tome and Principe's decision also teaches US President-elect Donald Trump a lesson about the necessity to respect the one-China principle as China's core interest, as he spoke over the phone with Tsai on December 2, breaking diplomatic protocols. ""With the rising influence of the mainland, more countries want to receive the benefits of cooperation with China,"" Jin noted. The trade volume between China and Sao and Principe stood at about $8 million in 2015, according to the website of the Chinese foreign ministry. Meanwhile, the trade volume between Taiwan and Sao and Principe was only about $350,800 that year, news portal thepaper.cn reported. Lee Ta-wei, head of the Taiwan ""foreign affairs department,"" on Wednesday condemned Sao Tome and Principe's ""abrupt"" move to break their ""diplomatic ties."" Lee acknowledged that Sao Tome and Principe had asked Taiwan for an enormous amount of financial aid in March (reportedly $200 million) which Taiwan refused as ""Taiwan does not want to use money as a tool of competition in diplomacy."" But the Taiwan expert said that Lee was using an economic argument to play down the political significance of the event. Fewer and fewer countries are choosing to maintain ""diplomatic ties"" with Taiwan and many people think the island has entered a process of ""de-facto reunification,"" the expert said. "	12/21/16	0	0	0.893	1
"Light show held to greet Christmas in SE China's TaiwannA light show is held to greet the Christmas in Xinbei City of southeast China's Taiwan Dec. 20, 2016. (Photo: Xinhua/Zhu Xiang) A light show is held to greet the Christmas in Xinbei City of southeast China's Taiwan Dec. 20, 2016. (Photo: Xinhua/Zhu Xiang) Christmas in Xinbei City of southeast China's Taiwan Dec. 20, 2016. (Photo: Xinhua/Zhu Xiang)"" src=""http://www.globaltimes.cn/Portals/0/attachment/2016/2016-12-21/9c96e6dd-8d7b-4c91-85bf-698a5b05ee7d.jpg"" /> A light show is held to greet the Christmas in Xinbei City of southeast China's Taiwan Dec. 20, 2016. (Photo: Xinhua/Zhu Xiang) A light show is held to greet the Christmas in Xinbei City of southeast China's Taiwan Dec. 20, 2016. (Photo: Xinhua/Zhu Xiang) A light show is held to greet the Christmas in Xinbei City of southeast China's Taiwan Dec. 20, 2016. (Photo: Xinhua/Zhu Xiang) "	12/21/16	0	0	0.8957	1
"Sao Tome and Principe breaks ties with Taiwann The African island nation of Sao Tome and Principe on Wednesday broke ""diplomatic ties"" with Taiwan, conforming to a global trend to recognize the one-China principle, experts said, warning that Taiwan authorities will hurt the island's interests by refusing to acknowledge the 1992 Consensus. The Chinese foreign ministry on Wednesday expressed appreciation over Sao Tome and Principe's decision to break ""diplomatic ties"" with Taiwan, the Xinhua News Agency reported. Reacting to the announcement made by the government of Sao Tome and Principe on Tuesday (local time), foreign ministry spokesperson Hua Chunying said China welcomes the country's return to the right track of the one-China policy. The one-China principle, which involves China's core interests and the feeling of its 1.3 billion citizens, is the political basis and premise on which China is to develop friendly relations and cooperation with foreign countries, Hua said. An Fengshan, a spokesperson for the Taiwan Affairs Office of the State Council, said on Wednesday that China's firm stance on the one-China principle and opposition to ""Taiwan-independence"" will earn greater recognition and support from the international community. A Taiwan expert who requested not to be named told the Global Times on Wednesday that Sao Tome and Principe's decision reflects a global trend to recognize the one-China principle. ""The international space for Taiwan will gradually shrink if its authorities refuse to recognize the 1992 Consensus,"" the expert warned, adding that there are concerns in the island that more countries would follow in the steps of Sao Tome and Principe. The 1992 Consensus affirms the one-China principle and the current Taiwan leader Tsai Ing-wen has yet to recognize the consensus. A total of 21 countries and governments have ""diplomatic ties"" with Taiwan, including the Holy See, Burkina Faso and Swaziland, according to the Taiwan government's website. ""Taiwan has no other way but to recognize the 1992 Consensus,"" said Jin Yi, an expert at the Institute of Taiwan Studies of the Chinese Academy of Social Sciences. Jin pointed out that Sao Tome and Principe's decision also teaches US President-elect Donald Trump a lesson about the necessity to respect the one-China principle as China's core interest, as he spoke over the phone with Tsai on December 2, breaking diplomatic protocols. ""With the rising influence of the mainland, more countries want to receive the benefits of cooperation with China,"" Jin noted. The trade volume between China and Sao and Principe stood at about $8 million in 2015, according to the website of the Chinese foreign ministry. Meanwhile, the trade volume between Taiwan and Sao and Principe was only about $350,800 that year, news portal thepaper.cn reported. Lee Ta-wei, head of the Taiwan ""foreign affairs department,"" on Wednesday condemned Sao Tome and Principe's ""abrupt"" move to break their ""diplomatic ties."" Lee acknowledged that Sao Tome and Principe had asked Taiwan for an enormous amount of financial aid in March (reportedly $200 million) which Taiwan refused as ""Taiwan does not want to use money as a tool of competition in diplomacy."" But the Taiwan expert said that Lee was using an economic argument to play down the political significance of the event. Fewer and fewer countries are choosing to maintain ""diplomatic ties"" with Taiwan and many people think the island has entered a process of ""de-facto reunification,"" the expert said. "	12/21/16	0	0	0.893	1
"Taiwan could be Trump’s biggest victimnIllustration: Peter C. Espina/GT The wrestling between China and the US over the Taiwan question escalated following US President-elect Donald Trump's telephone conversation with Taiwan leader Tsai Ing-wen and his provocative remarks on the one-China policy. Trump's actions seem pro-Taiwan, but in fact, Taiwan would be the biggest victim. The Taiwan authorities, especially pro-independence forces, joyfully welcomed Trump's behavior at the very beginning. This top-level telephone interaction was the first since the establishment of China-US diplomatic relations in 1979. Trump's acceptance of the call has upgraded communication channels with and dramatically boosted ties to Taiwan. His remarks about the one-China policy have jeopardized the political basis of China-US diplomatic ties, and are what pro-independence forces are eager to see. However, the Taiwan authorities and public opinion soon changed their attitude over the issue. Tsai asked her Democratic Progressive Party to stop commenting on Trump's actions, and deployed Wu Chao-hsieh, ""Secretary-General of the National Security Council,"" and Lee Ta-wei, ""Minister of Foreign Affairs,"" to Washington to ascertain Trump's real Taiwan policy. Local media outlets also advocated Taiwan to be alert to whether Trump would abandon Taiwan for US interests. Taiwan has good grounds to be concerned about Trump's actions. To begin with, Trump has not yet officially taken office, and his remarks cannot represent the US government. US President Barack Obama voiced totally different views on Taiwan in the wake of Trump's provocative actions, asserting that the US will not change its stance on the one-China policy. Trump has also been criticized by mainstream US scholars for his behavior. By hyping up the Taiwan question, Trump is just using Taiwan as a bargaining chip to win more benefits from China. ""I fully understand the one-China policy, but I don't know why we have to be bound by a one-China policy unless we make a deal with China having to do with other things, including trade,"" Trump said in an interview with Fox News. Trump is trading the Taiwan question with China. The Chinese government has reiterated that the one-China policy is not negotiable. If China makes concessions, does it mean that the US would abandon Taiwan? There are always forces in the US advocating that the country could abandon Taiwan to obtain maximum benefits from China. Taking a step back, Trump's pro-Taiwan stance would bring no good to the island. It is predictable that Trump would allow top-level exchanges with, sell a large amount of advanced weapons to, and use the Trade and Investment Framework Agreement to expand exports to and absorb investments from Taiwan. These actions, seemingly beneficial to Taiwan, are, in essence, forcing it to pay high prices for protection from the US. Taiwan would have to sacrifice trade, economy, public welfare and its overall interests for it. More importantly, the advancement in the US-Taiwan relationship will invite a strong retaliation from the Chinese mainland. Just as most media outlets analyzed, Taiwan would be first to be targeted if it moves closer to the US. Pro-independence activities, in all forms, and pro-independent forces colluding with exterior forces can never be tolerated. If the Taiwan authority boosts its ties with the US, or is willing to be maneuvered by the US as a pawn, it will touch the bottom line of the Chinese mainland. China and the US reached consensus on the one-China policy in the 1970s when China was weak and poor. China has now developed into the world's second-largest economy in the 21st century, and has the capability, determination and wisdom to make Taiwan and the US pay heavier prices. The author is an assistant research fellow at the Institute of Taiwan Studies, Chinese Academy of Social Sciences. opinion@globaltimes.com.cn "	12/19/16	0	1	0.9948	1
"Taiwan pro-independence forces play Trump cardnPro-independence forces in Taiwan are taking advantage of the confusion caused by US President-elect Donald Trump but they could face economic sanctions from the Chinese mainland if they keep whipping up sentiment hostile to the one-China consensus, according to analysts. Chang Hsiao-yueh, head of Taiwan's Mainland Affairs Council, on Monday said at a plenary session of the interior-affairs committee under Taiwan's ""Legislative Yuan"" that ""threatening words does no help to cross-Straits ties and the island hopes to maintain stable and peaceful developments on both sides,"" Taiwan-based China Times reported on Monday. Chang said that the mainland has always applied a carrot and stick policy toward the island. His words came in response to comments from former deputy commander of the Nanjing military region Wang Hongguang, who said that military conflicts would occur between the Chinese mainland and Taiwan by 2020 at an annual meeting of the Global Times on Saturday in Beijing. Liu Xiangping, head of the Institute of Taiwan Studies at Nanjing University, slammed Chang's comments about the mainland's policy on Taiwan as ""very irresponsible."" Liu said that Wang's comments were based on the Anti-Secession Law as well as the current situation of cross-Straits ties. ""Wang's comments also reflect a growing concern in the mainland over 'Taiwan independence' given the strong pro-independence sense of current leading groups,"" said Jin Canrong, associate dean of the School of International Studies at the Renmin University of China. Not revisiting policy According to Liu, pro-independence forces in Taiwan were encouraged recently by US President-elect Donald Trump after his phone call with Taiwan leader Tsai Ing-wen where he referred to Tsai as the ""Taiwan president."" Former Taiwan ""vice-president"" Lu Hsiu-lien said Monday that there was hope that the next US government would rethink their relationship with Taiwan after the call. Trump made another surprising remark about the Taiwan question last week during an interview on the Fox News network, saying ""I do not know why we have to be bound by a one-China policy unless we make a deal with China having to do with other things, including trade."" Trump chief of staff Reince Priebus denied on Fox News Sunday with Chris Wallace that Trump would revisit Washington's decades-old one-China policy after Obama warned Trump in the conference not to incur Beijing's ""very significant"" reaction. ""We are not suggesting that we are revisiting the one-China policy right now,"" Priebus said, adding that Trump was not president right now and he was respectful to the current president. However, Ni Yongjie, vice director of the Shanghai Institute for Taiwan Studies, said that Priebus' words should not be taken as a sign that Trump was stepping back on the Taiwan question given his recent assignment of several hawkish officials. Jin said that Sino-US ties would become strained after Trump takes office. Economic slump Recent comments by US President Barack Obama and Trump's questioning of the one-China policy have created a favorable situation for Taiwan, Taiwan-based Central News Agency reported on Sunday, citing Wu Rwei-ren, an associate research fellow at Academia Sinica's Institute of Taiwan History. However, Ni warned that Trump is only using Taiwan as a bargaining chip to gain advantage in cooperation, especially in trade, with China. Jin said that it is very possible that the mainland would impose sanctions on Taiwan by suspending economic cooperation and compressing its international space if cross-Straits ties keep worsening. Liu added that Taiwan pro-independence forces will hurt the interests of Taiwan eventually if they sacrifice cross-Straits ties in seeking support from the US. ""Without mainland support, it is impossible for the island to complete an industrial upgrade,"" Liu noted, adding that the Taiwan economy would end up in a long-term slump if a standoff is incurred. "	12/20/16	0	0	0.962	1
"Taiwan-mainland war discussions break outnA photo published by the People's Liberation Army Air Force (PLAAF) showing a bomber flying above the clouds has caused great concern in Taiwan amid discussions about whether the mainland will reunify the island by force. The PLA Air Force published the photo on its Sina Weibo account, showing an H-6K bomber flying above the clouds with two mountain peaks rising in the distance. Military commentators on the mainland believe the peaks are of a mountain in Taiwan, which has made many netizens marvel at the PLA's military capability. However, the spokesman of Taiwan's ""Defense Ministry,"" Chen Zhongji, told the Central News Agency that military aircraft from the mainland could only fly outside the air defense identification zone of Taiwan and the ministry could grasp their movements, saying the guesses were groundless. Military expert Chen Weihao told Taiwan-based satellite television channel and cable TV network TVBS that it was the first time that mainland aircraft had been photographed with Taiwan landscapes, which has a psychological impact on the island. Discussions about the possibility of the mainland reunifying Taiwan by force continues to gain momentum as pro-independence Taiwan leader Tsai Ing-wen keeps whipping up anti-mainland sentiment. ""The Taiwan regional government has lost its independence and become an agent of US and Japanese anti-China forces,"" Wang Zaixi, former vice president of the mainland's Association for Relations Across the Taiwan Straits, said at an annual meeting of the Global Times on Saturday in Beijing, adding that the mainland is the only force at present that could curb ""Taiwan-independence"" forces. ""Military conflicts would occur between the Chinese mainland and Taiwan by 2020. It is quite possible that the mainland will take the island in one stroke,"" former deputy commander of the Nanjing military region Wang Hongguang said, adding that US President-elect Donald Trump has pushed cross-Straits ties to a critical point, given his recent words on the Taiwan question. However, Chen Yixin, a political expert from Taiwan-based Chinese Culture University, told the Global Times that Chinese leadership might not favor reunification by force, which would hurt both sides' interests. ""The mainland is upset about some of Tsai's policies such as Taiwan's culture independence, but they haven't had a great impact yet,"" Chen said. ""Even though Tsai wants to pave the way for jurisprudential independence, she does not have the nerve to do it, and the US will not necessarily admit the independence,"" Chen said, adding the mainland should show some restraint. "	12/18/16	0	0	0.4995	1
"New Cold War more dangerous than any previous conflict: PilgernPhoto: Courtesy of John Pilger John Pilger's new documentary The Coming War on China was released last week in selected UK cinemas and broadcast on ITV. Filmed over two years across five potential flashpoints in the Asia Pacific, it reveals the build-up to war on more than 400 US military bases that encircle China in ""a perfect noose."" Pilger said that the US and China may be on the road to war, and nuclear war is no longer unthinkable. What drove Pilger in making this film? What are the stories behind the investigative shooting? Global Times () London Reporter Wei Sun interviewed Pilger about his new film and observations on the China-US relationship. GT: What drove you to make this documentary? When did you start it? Pilger: The Coming War on China has taken more two years to make. I have made numerous films in Southeast Asia, where I reported as a foreign correspondent during the time of the Vietnam War and Pol Pot. I had not been to China for a generation and felt a film about the US and China today was long overdue, especially one that challenged the stereotypes and myths that undermine our understanding of the rise of China. The Coming War on China is really about rapacious ""gun boat"" power and asks audiences in the West, especially in the US and Britain, to ""look in the mirror."" Since 2009, I've followed developments in the Philippines. That was the year Hillary Clinton, then US Secretary of State, flew to Manila and demanded the return of a major US military presence. In the 1990s, two of the biggest US bases in Asia, Subic Bay and Clark, were closed as a direct consequence of a popular movement against the violence generated by the bases among local communities. With bribes in the form of military hardware, Clinton persuaded the government of Benigno Aquino to accept five ""rotational"" US bases - to counter Chinese appropriation of unoccupied islets in the strategic Spratly Islands (Nansha Islands in China). At that time, China and the Philippines were negotiating the disputed ownership of the Spratlys; and Clinton declared the South China Sea vital to America's ""national security interest."" The issue, she said, was ""freedom of navigation."" In fact, the issue was China's rise as an economic power and the insecurity of the top dog in Washington. What had been a regional dispute was now a flashpoint between the US and China. In 2011, President Barack Obama announced his ""pivot to Asia"" - this meant the transfer of 60 percent of US air-naval forces to the Asia Pacific, with China the undeclared target. This was the starting point of the film. GT: So far, what kind of feedback have you received? What do you think British cinemas and TV channels value most about your film? Pilger: This is my 60th film and I have a history in investigative film journalism, mainly on television. My first film, The Quiet Mutiny (1970), revealed an insurrection in the US conscripted army in Vietnam that led to the withdrawal of all US forces. Britain has an eclectic and often proud documentary history and the British public has grown used to challenging films - though not so much lately. The Coming War on China had a substantial TV viewing audience last week. Reviewers have given it four stars (the Guardian, Radio Times). More than newspapers or other popular media, documentary films have the license and power to help people make sense of the news, and the world. In the ""China Rises"" section in my film, the archive film of China as a colonially subjugated society is astonishing; that no Chinese was allowed to enter the United States legally for 100 years is revealed as hidden history. Who knew? Yet, the ripples today are obvious, or ought to be. GT: You mentioned in the documentary that there are more than 400 American military bases encircling China with missiles, bombers, warships and nuclear weapons. How many US overseas military bases did you go for investigation? Pilger: I have been to many US bases in Asia over the years. Today, it's increasingly difficult. I passed through the Ronald Reagan Missile Test Site on Kwajalein Atoll in the Marshall Islands. Here, Star Wars weapons are tested; missiles are fired as part of the secretive Space Fence project. This base is one of America's stepping stones to Asia, and was set up in 1968 to ""counter the threat from communist China."" I often film undercover, and that can have its uncertain moments. GT: You have spent two years making this film and traveled a lot of places. Who did you meet in the countries especially in China and US? Do you think the rivalry and even hostility between the two countries is becoming more apparent? Pilger: I met senior officials in the US State Department, and those with considerable influence in China. I interviewed war planners, academics and ordinary people resisting the threat of nuclear war, notably on Okinawa which has 32 US military installations and China as a target. There is a remarkable sequence with a former US Air Force missile serviceman who witnessed, on Okinawa, the final moments of the mistaken launch of a nuclear missile at China during the 1962 Cuban crisis - and which was halted only after an alert officer realized the order was false and stopped the countdown at gunpoint. One strategist in China told me, ""We are not your enemy, but if you [in the West] decide we are, we have to prepare."" GT: You mentioned that the aim of this film is to break a silence about the renewed possibility of conflict, even nuclear exchange, between the United States and China. There has been a lot of discussion about the outbreak of war between China and the US. Do you think it is more likely that conflict will erupt now compared to the past? Pilger: What I do know is that the new Cold War is, in one respect, more dangerous than its predecessor. During the first Cold War, there were red lines that the protagonists dared not cross; these were well defined. Now there are no red lines. The German foreign minister said as much the other day. NATO forces are on the western borders of Russia - unthinkable 60 years ago - the US and China are skirmishing in the South China Sea, and the US Navy is rehearsing a blockade of China's oil and trade routes. GT: What's your observation and prediction on China-US relationship and geopolitical situation with Trump coming to power? Pilger: I'm not a futurist; but Trump's clearly deliberate provocations on Taiwan and trade spell danger. I'm not suggesting he wants a war with China; but with the US military on China's doorstep with Aegis and THAAD missile systems, and saber-rattling rather than diplomacy the order of the day, there is a landscape of potential mistakes and accidents between the two countries. These are fragile times. "	12/13/16	0	0	-0.9956	-1
"Washington’s bargaining chip only bodes ill for TaiwannUS President-elect Donald Trump's recent phone call with Taiwan leader Tsai Ing-wen and his remarks bashing the Chinese mainland may have thrilled many in Taiwan temporarily, but they now have to realize that this may backfire. After Trump's provocative remarks on Taiwan, certain lawmakers from the Democratic Progressive Party have tried to seize the opportunity, proposing that Taiwan might not be bound by the one-China policy either. An Fengshan, spokesperson for the Taiwan Affairs Office of the State Council, stressed at a press conference Wednesday that Taiwan independence is a path to nowhere. On the question of opposing Taiwan independence and secession, China holds a firm will, sufficient confidence and enough capability. The separatists that advocate Taiwan's independence will find it uncomfortable if they put some vision and thoughts into what being a bargaining chip can incur - a disaster, not a blessing. The importance of the one-China policy in the three-way relationship of the mainland, Taiwan and the US can never be underestimated. It has been the cornerstone of cross-Straits peace for decades. Even the White House has had to emphasize more than once in the space of two weeks that the principle should be adhered to and not used as a bargaining chip with Beijing. The mainland has plenty of strong countermeasures, economically and militarily, against Trump playing the Taiwan card. Except from being a pawn, Taiwan is in no position to intervene in the confrontation between the US and the mainland, but it will suffer heavily if clashes take place between the two largest economies. Meanwhile, the mainland is fully capable of using economic tools if Taiwan authorities want to be used as a bargaining chip. The island has already suffered heavy losses from the plunge in mainland visitors to Taiwan, given the strained relationship after Tsai took office. According to reports, this year the number of mainland tourists to Taiwan decreased by 650,000, leading to a revenue drop of NT$35.5 billion ($1.12 billion). If the cross-Straits relationship worsens, investment in Taiwan will also be affected. In a lecture on Tuesday, former Taiwan leader Ma Ying-jeou said full consideration should be given to cross-Straits relations and Taiwan's ties with the US, and the two should never be used against each other. His clear-minded remarks need to be taken seriously. "	12/14/16	0	0	-0.9398	-1
"How should China respond to Trump's Taiwan card?nIllustration: Liu Rui/GT In an interview with Fox News Sunday, US President-elect Donald Trump questioned the One China policy while discussing his earlier telephone interactions with Taiwan leader Tsai Ing-wen. ""I don't know why we have to be bound by the One China policy unless we make a deal with China having to do with other things, including trade,"" Trump said. How should China react to Trump's provocations, if not rhetoric? How will the remarks influence the Sino-US relationship? Global Times reporter Liu Jianxi talked with four experts on the issue. Shen Dingli, deputy dean of the Institute of International Studies at Fudan University Trump was a pragmatic businessman, and is adept in the exchange of interests. The One China policy concerns China's sovereignty. ""Make America Great Again,"" meanwhile, is where US core interests lie. Therefore, Trump is attempting to use the Taiwan question as a bargaining chip to win more economic interests from China for his ""Make America Great Again"" ambition. From Trump's perspective, if Beijing takes a tough stance on trade and the economy, he will have no grounds to accept Beijing's sovereignty claims. He is pressuring China to make economic concessions. While the Sino-US diplomatic relationship was established on the basis of the One China policy in 1979, Beijing will definitely not break off diplomatic ties with Washington just because of Trump's remarks. Economic benefits are not our core interests, but the Taiwan question is. Issues minor to China may be major to the US, and vice versa. While Beijing prioritizes sovereignty over trade, an improved US economy is at the top of Trump's agenda. Compromises will be reached if both sides safeguard their core interests at the sacrifice of minor issues. Trump is astute to use the Taiwan question in exchange for economic gains. Wu Xinbo, director of the Center for American Studies at Fudan University The economy, especially trade with China, is what Trump cares about most. However, he has little to bargain with China at present, and therefore makes provocative remarks about China's Taiwan question to pressure the Asian giant for economic concessions. He has a pragmatic view of politics, and attempts to win maximum interests by every possible means. Trump will be disappointed. The Taiwan question, trade and the South China Sea disputes are three separate issues. We should not and will not link them together. China will, for sure, take countermeasures if Trump insists on his provocative words and deeds after taking office. For instance, against Trump's hope to expand exports to China, the Chinese side is free to cut its imports from the US, buying less Boeing airplanes, agricultural products, chemical and medical equipment. China's direct investments to the US, which is of vital importance to US manufacturing and employment, can also be reduced. China can dump or cut its holdings of US Treasury bonds as a retaliatory measure as well. Anyhow, China has a number of cards in hand to thwart Trump from reaching his selfish aims. Trump is highly likely to breach diplomatic traditions and principles, and make provocative speeches after taking office. China should be prepared for it. However, it should be noted that Trump, although an inexperienced politician with a big mouth, is a calculating and astute businessman, and is fully aware that confrontation, either economical or political, brings good to neither side. Despite the provocations, it is impossible to see confrontation or war in the future Sino-US relationship. Niu Xinchun, deputy director of the Institute of American Studies of the China Institutes of Contemporary International Relations Obviously, Trump's provocative remarks have seriously challenged the Sino-US relationship. The One China policy is a cornerstone and pillar of the relationship between Beijing and Washington since diplomatic ties were established in 1979. However, Trump's attempts to use the One China principle as a bargaining chip will subvert the overall relationship. While trade and the economy are negotiable, the One China policy has no room for negotiation. No matter whether Trump can meet his selfish ends, his unruly words and deeds are regarded by many observers, even in the US, as transactional and having broke decades of US diplomatic principles and traditions. His remarks have not only jeopardized world peace, but also upset the Beijing-Washington relationship. The power relationship has a basic framework, and subversion of it will have serious consequences. Trump is known for his unpredictability. Despite his provocative remarks on China, it is still hard to estimate his future China policy at the current stage. The Chinese side should let Trump know that his words and deeds will bring good to neither side, and he will pay for his mistakes. Liu Weidong, a research fellow at the Institute of American Studies of the Chinese Academy of Social Sciences Trump was known for his defiance of principle during his election campaign. He despises not only principles -- regarding the Taiwan question -- but also his predecessor's rules on China and the Sino-US relationship. For instance, while Barack Obama has reiterated the necessity of China obeying international rules, Trump has never made similar remarks. Trump prioritizes practical interests over principles. As a pragmatic businessman, Trump is bold at the exchange of interests. He is attempting to use the One China policy as a bargaining chip to win more economic benefits. Frankly speaking, the US still has the upper hand in its relationship with China, and thus Beijing will have little choice but to accept Trump's economic requests. Trump is an immature politician, and has not realized the serious consequences that his provocative remarks may cause to the Sino-US relationship. He views and comments on foreign affairs any way he likes. Time is needed for him to adapt to his new post. The Chinese side has reacted to Trump's provocations in a proper manner. As Trump has not officially taken office, there is no need for the Chinese side to overreact to his remarks. Regarding the Taiwan question, Trump does not care much about the One China policy. On the one hand, he may lift some restraints on arms sales, and sell more advanced weapons to Taiwan after taking office. On the other, he is not quite enthusiastic about involving himself in cross-Straits issue, which brings little benefit to the US. Trump honors ""America First,"" and will not put much effort on agendas that bring no immediate interests to him. Strategic contraction is highly likely to be his first choice in security. It should be noted that, although Trump may sell more weapons to Taiwan, he will disregard Tsai's call for help. Trump doesn't want to be bothered by Tsai and her own businesses. Forming a new government is now the urgent task for Trump. After coming to office, he will prioritize domestic issues over the relationship with China. Chinese public opinion, as a whole, believes that Trump's being elected is better than Hillary Clinton's for China. It now seems that observers and the public were too optimistic about Trump's future policy. The president-elect is attempting to win more economic gains by lowering China's expectations of him. However, Trump's provocative remarks do not mean that he wants to launch a trade or military war with China, which will only result in a lose-lose situation. "	12/12/16	1	1	0.9952	1
"Expect more offshore training: expertsnChinese experts said offshore training does not violate international law and will occur more regularly, after two Japanese F-15 fighters fired decoy flares at Chinese military aircraft engaged in routine training over the Miyako Strait on Saturday. Taiwan's ""Ministry of Defense"" said on Saturday that more than ten military aircraft from the mainland crossed the Miyako Strait and four intelligence airplanes headed to the south and crossed Bashi Strait. On November 25, a week before the phone call between US president-elect Donald Trump and Taiwan's leader Tsai Ing-wen, Chinese Air Force planes were also involved in training exercises over the Miyako Strait between southwest Japan and Taiwan. This type of training is expected to occur more regularly, because in order to break through the First Island Chain, offshore training in the West Pacific Ocean is a compulsory mission for the Chinese Air Force, Li Jie, a Beijing-based military expert, told the Global Times. The training exercises prove our military planes, include intelligence aircraft, fighters and bombers can easily appear east of Taiwan, ""so even if Taiwan decides to go independent, the mainland military forces have the capacity to solve the problem,"" Li said. Since Trump's election, the situation in the West Pacific has become more uncertain. ""Although the mainland Air Force annual training has become routine, it delivered a tough message to Tsai's regime which deem Trump may strengthen its move toward 'Taiwan independence.' It also sent a message to Japan, which wants to push militarization and a greater security burden for the US to contain China,"" Li said. China's defense ministry spokesperson Yang Yujun criticized Japan on Saturday, saying the Miyako Strait incident was dangerous and unprofessional. China is gravely concerned about the incident and has made solemn representations, he explained. Yang also said it's necessary to stress that in recent years, interference by Japanese ships have led to misunderstandings and misjudgments, as well as friction and conflict in the air and sea, urging Japan to value regional stability and bilateral ties, and take effective measures to prevent incidents that would threaten air and sea safety. ""The training didn't intrude Japanese airspace, and it was in accordance with international law which allows free navigation and overflight in the relevant air zone,"" Li stressed. ""There is no reason for Japan to send fighter jets to disrupt our training mission,"" said Li, adding that ""Japan has to stop its hostility and get used to China's routine offshore training."" "	12/11/16	0	0	-0.6079	-1
Total import/export trade volume for 2015: top three countries sharing ‘diplomatic relations’ with TaiwannTotal import/export trade volume for 2015: top three countries sharing ‘diplomatic relations’ with Taiwan Source:Globaltimes.cn Published: 2016/12/7 21:41:07 	12/7/16	0	0	0.802	1
"Trump-linked former US official visits TaiwannA former senior US official with links to Donald Trump 's transition team flew to Taipei Tuesday, sparking more speculation over relations with Taiwan after the president-elect's unprecedented call with the island's leader.Stephen Yates, once a deputy national security advisor to former US vice president Dick Cheney, told journalists he was making a long-planned personal trip but did not rule out meetings with Taiwan officials.Tsai Ing-wen's call to Trump on Friday was the first between a Taiwan leader and an incoming or serving US president since Washington switched recognition from Taipei to Beijing in 1979.The White House said on Monday it had sought to reassure China after Trump's phone call, which the Obama administration warned could undermine progress in relations with Beijing.White House spokesman Josh Earnest said senior National Security Council officials spoke twice with Chinese officials over the weekend to reassure them of Washington's commitment to the ""One China"" policy and to ""reiterate and clarify the continued commitment of the United States to our longstanding China policy.""Earlier on Monday, China's Foreign Ministry said Trump was clear about China's position on the Taiwan question and that China had maintained contacts with his team.Chinese netizens have criticized Trump's ""inexperience"" and berated the president-elect for his scant knowledge by tweeting on Monday that the US disagrees with China's construction activities in the South China Sea.Despite tensions over matters ranging from trade to China's territorial claims in the South China Sea, the Obama administration has highlighted US-China cooperation on global issues, such as climate change and Iran's and North Korea's nuclear programs.Local media reported Yates was set to meet Tsai but her office said it was not aware of any appointment.Media have also described Yates, who speaks fluent Mandarin, as a key adviser on Taiwan for Trump's camp.Yates denied that he represented the Trump administration but said he speaks ""with friends in the transition from time to time, in confidence.""He said he had not been approached for a position in the new administration, but had ""several informal discussions with friends working for the transition."" "	12/7/16	0	0	0.9793	1
