tweet	date	svm	nb	sa-score	sa-rounded
"Dozens of people are missing following a deadly earthquake in Taiwan. The magnitude 6.4 quake struck 13 miles north of the city late on Tuesday, killing at least four people and injuring 243 people. @klustout has the latest: https://t.co/7v0YCJvTIe https://t.co/3VaJA8UjMi "	2/7/18	0	0	-0.8225	-1
"Dozens of people are missing following a deadly earthquake in Taiwan, with more than 40 feared trapped in a multi-story building in the north-eastern city of Hualien that is tilting perilously https://t.co/8UXoQ2n1Av https://t.co/6iaNYnsAtO "	2/7/18	0	0	-0.8428	-1
Taiwan 6.4-magnitude earthquake | What we know 	2/7/18	1	1	0	0
The US Defense Department mistakenly labeled Taiwan as part of China in its nuclear report https://t.co/dMiD3klQAa https://t.co/lrQ67aT8x5 	2/6/18	0	1	-0.1779	-1
The US Defense Department mistakenly labeled Taiwan as part of China in its nuclear report https://t.co/TNcm5i1qSS https://t.co/7TUNYGFsGY 	2/5/18	0	1	-0.1779	-1
Airlines cancel more than 200 flights over tensions between China and Taiwan https://t.co/859DadKMir https://t.co/ZGltMRHFQ5 	1/30/18	0	0	-0.5719	-1
Airlines cancel more than 200 flights over tensions between China and Taiwan https://t.co/AJeyfARI8s https://t.co/FrkPfRtmVY 	1/30/18	0	0	-0.5719	-1
China blocks Marriott for listing Tibet and Taiwan as countries https://t.co/oW5CJkNVnl https://t.co/PesPFL3B5u 	1/11/18	0	0	-0.2263	-1
Google to pay $1 billion to get its hands on smartphone expertise from struggling Taiwanese manufacturer HTC https://t.co/oUqkGJhkEx https://t.co/m2YyUgSSr7 	9/21/17	0	0	-0.4939	-1
Taiwanese electronics manufacturer Foxconn will get $3 billion to build a plant in Wisconsin https://t.co/5dC1DsSl0a https://t.co/D8u0ZJg2Xi 	9/19/17	0	0	0	0
It's official: Taiwanese electronics manufacturer Foxconn will get $3 billion to build a plant in Wisconsin https://t.co/vk0nwwOGCI https://t.co/EhZmvsYE6Q 	9/19/17	0	0	0	0
It's official: Taiwanese electronics manufacturer Foxconn will get $3 billion to build a plant in Wisconsin https://t.co/3mZxQ2lGVZ https://t.co/relYHd0JT6 	9/19/17	0	0	0	0
It's official: Taiwanese electronics manufacturer Foxconn will get $3 billion to build a plant in Wisconsin https://t.co/UuJRCb8250 https://t.co/swanl3Mhhb 	9/18/17	0	0	0	0
Taiwan to host LGBTQ show following landmark same-sex marriage ruling https://t.co/z1zQucR6bp via @CNNStyle https://t.co/oGDdiqUWnN 	8/29/17	0	0	0.0772	1
Three students in Taiwan created these popsicles from polluted waterways to highlight the importance of clean water https://t.co/nNTdL24cLf https://t.co/3POpn696p3 	8/2/17	0	0	0.6808	1
Three students in Taiwan created these popsicles from polluted waterways to highlight the importance of clean water https://t.co/KFzGYudOZd https://t.co/q68jtaZnju 	8/1/17	0	0	0.6808	1
China's ambassador to Washington: US decision to approve Taiwan arms undermines US-China relations https://t.co/bVHwKH6U7W https://t.co/PU2enkyvv4 	6/30/17	0	0	-0.34	-1
A top court has cleared the way for Taiwan to recognize same-sex marriage https://t.co/eDgbpRHOpo https://t.co/eWdVgNAHlU 	5/24/17	0	0	0.296	1
A top court has cleared the way for Taiwan to recognize same-sex marriage https://t.co/TQATdeifL5 https://t.co/qlh2TjX18R 	5/24/17	0	0	0.296	1
JUST IN: Taiwan’s top court clears the way for the island to recognize same-sex marriage https://t.co/Nu24fNoJJd https://t.co/OWgwY2yzlo 	5/24/17	0	0	0.2732	1
US President Donald Trump says he would consult with Chinese President Xi Jinping before speaking to Taiwan's leader https://t.co/YTquzPhfYI https://t.co/cUI007c6sb 	4/28/17	0	0	0	0
US President Donald Trump says he would consult with Chinese President Xi Jinping before speaking to Taiwan's leader https://t.co/wwMp5bkchQ https://t.co/MAm14yzSYh 	4/28/17	0	0	0	0
Taiwan has banned the sale of dog and cat meat; here are 18 other unusual food traditions from around the world https://t.co/vCSCeKvNMl https://t.co/xdiwSisUjk 	4/13/17	0	0	-0.4588	-1
Taiwan just banned eating dog and cat meat https://t.co/Y8qPorBUAq https://t.co/nhzAK5wwaH 	4/12/17	0	0	-0.4588	-1
Taiwan just banned eating dog and cat meat https://t.co/duzw5ykWa5 https://t.co/VLQk9AJ2W4 	4/12/17	0	0	-0.4588	-1
Taiwan bans eating dog and cat meat https://t.co/C68bj26Zkw https://t.co/I6WIgGjCWl 	4/12/17	0	0	0	0
Love cycling? Here's how you can explore Taiwan by bike in 12 days https://t.co/k15tT1J1iF via @CNNTravel https://t.co/93lt6ClZV0 	3/28/17	0	0	0.6369	1
Uber is suspending its service in Taiwan after being hit with millions of dollars in fines by the government https://t.co/rJ4FzRJC9P https://t.co/UWcYCbzBJB 	2/2/17	0	0	0	0
Taiwan deploys fighter jets as China's lone aircraft carrier enters Taiwan Strait https://t.co/iRT6KlkgzV https://t.co/EZfSS2UE9y 	1/11/17	0	0	-0.128	-1
This Taiwan politician's funeral procession included 50 pole dancers standing atop multicolored Jeeps https://t.co/gpzBDWkHDg https://t.co/kHWIE6KK0V 	1/6/17	1	1	-0.3612	-1
Does this Taiwan school's Nazi costume controversy hint at a larger problem in Asia? https://t.co/5nsEpb0DzB https://t.co/4NWHh1kXcE 	12/28/16	0	0	-0.4019	-1
Does this Taiwan school's Nazi costume controversy hint at a larger problem in Asia? https://t.co/syPkqsfRHP https://t.co/6pIG85EnKD 	12/28/16	0	0	-0.4019	-1
Does this Taiwan school's Nazi costume controversy hint at a larger problem in Asia? https://t.co/fzG3t8HwmI https://t.co/QDZFsKrJEn 	12/28/16	0	0	-0.4019	-1
Can Taiwan trust Trump? https://t.co/kK77AVKNzH https://t.co/WDsJKI2dpf 	12/13/16	0	0	0.5106	1
"Sen. John McCain says a conversation with a democratically elected leader of Taiwan is ""more than appropriate"" https://t.co/W4Zi12adEm "	12/12/16	0	1	0	0
"Former Sen. Bob Dole's firm lobbied Donald Trump and his team on Taiwan before phone call, according to documents https://t.co/ia8yJEGfXH https://t.co/eeRXx4l2h1 "	12/8/16	0	1	0	0
"Former Sen. Bob Dole's firm lobbied Donald Trump and his team on Taiwan before phone call, according to documents https://t.co/qiHrkLNCIX https://t.co/Z0RXndY6Nf "	12/7/16	0	1	0	0
It’s like a beam of new hope. Taiwan reacts to controversial Donald Trump call https://t.co/dgvE0hr69f https://t.co/tnisAfyZZS 	12/7/16	0	0	0.5574	1
It’s like a beam of new hope. Taiwan reacts to controversial Donald Trump call https://t.co/P25LUZIBR9 https://t.co/9aJdiALeMf 	12/7/16	0	0	0.5574	1
"President-elect Trump adviser on Taiwan call: ""If China doesn't like it, screw 'em"" https://t.co/GJezKhgE2S https://t.co/7E7rkZFR93 "	12/5/16	0	0	-0.2057	-1
"Pence: Trump's Taiwan talk was ""a courtesy call"" https://t.co/Hfxb9VDyfg https://t.co/Ns2GNMvhYJ "	12/5/16	0	0	0.3612	1
Donald Trump has taken a fresh swipe at China just two days after controversial phone call with Taiwan’s president https://t.co/GI3UAIHtWN https://t.co/p5HPArvrO0 	12/4/16	0	0	0.128	1
"Pence: Trump's Taiwan talk was ""a courtesy call"" https://t.co/V1w9sAW0x5 https://t.co/FZjRzOUok0 "	12/4/16	0	0	0.3612	1
5 things you need to know about Trumps chat with Taiwan's president https://t.co/b6bmARNylY https://t.co/grnUGMMRBQ 	12/3/16	1	1	0	0
Trump risks showdown with China after call with Taiwan https://t.co/ZYc2yPNInP 	12/2/16	0	0	-0.2732	-1
"Trump spoke with the President of Taiwan, a move that could trigger a diplomatic disagreement with China https://t.co/ezw4gnBkou https://t.co/9FwfkbCgHx "	12/2/16	0	0	-0.3612	-1
Singapore scrambles to recover troop carriers held in Hong Kong after they were used in training exercises in Taiwan https://t.co/ASiBBhoU0E https://t.co/POIRb50LuX 	11/29/16	0	0	0	0
"With waves as high as 35 feet, Typhoon Megi slams Taiwan, killing at least 4 people and injuring more than 300 https://t.co/0lnwgwL9cC https://t.co/rxFC6ruIyy "	9/28/16	0	0	-0.6597	-1
The second typhoon in three days expected to smash Taiwan https://t.co/KjisDlcZHY 	9/16/16	0	0	0	0
Super Typhoon Meranti batters Taiwan and barrels into mainland China https://t.co/bWIXiKrQe6 https://t.co/nxcElVfk0o 	9/14/16	0	0	0.5994	1
Super Typhoon Meranti is threatening Taiwan and China https://t.co/L63bsryp6y https://t.co/YnGgOQRBDw 	9/12/16	0	0	0.128	1
Taiwan: Driver of bus that crashed killing 26 in July was suicidal and intentionally set the vehicle on fire https://t.co/V3PtIezKIa 	9/12/16	0	0	-0.9062	-1
"Hard times for ""betel nut beauties"" as Taiwan tries to kick a deadly addiction https://t.co/QjnpYJRa2V https://t.co/35mP3zpFgX "	9/5/16	0	0	0.4588	1
"Many Taiwanese aren't happy about having to go to the #Olympics as ""Chinese Taipei"" https://t.co/wqVRBdBNsV https://t.co/nHDcnA25f6 "	8/5/16	0	0	-0.4585	-1
"Taiwan lawmakers visit disputed landmass in South China Sea after court calls it a ""rock"" https://t.co/JtlxrP6bbj https://t.co/y8vGAlCKt0 "	7/21/16	0	0	-0.34	-1
Could Taiwan be first in Asia with same-sex marriage?https://t.co/UwZ6eV52eM https://t.co/OflNBXs0kp 	7/3/16	0	0	0	0
"A Taiwanese warship accidentally launched a supersonic missile toward China, killing a fishing boat captain https://t.co/aadpwLC5hy "	7/1/16	0	0	-0.7906	-1
Taiwan's first female president takes office https://t.co/hK3KJ69PB9 https://t.co/W5Kz5aiiPi 	5/20/16	0	1	0	0
Taiwan's first female president takes office https://t.co/0kETIbZSLe https://t.co/33MmRKmQTQ 	5/20/16	0	1	0	0
Taiwan's first female president walks a political tightrope as she takes office https://t.co/whnomD5QHL https://t.co/O1bu3K82Yh 	5/19/16	0	0	0	0
It's considered lucky to be struck by a rocket at this Taiwanese fireworks festival: https://t.co/8yAIgP8T2y https://t.co/OruoAFkUsc 	2/18/16	0	0	0.6124	1
Taiwan/U.S. officials say China has deployed missiles on an island in the South China Sea https://t.co/J6nslcnhwW https://t.co/5MRYDnAGAy 	2/17/16	0	0	0	0
Taiwan's Defense Ministry: China has deployed missiles in disputed South China Sea waters https://t.co/dhdhkGk6Qs https://t.co/TcdpvdwcLM 	2/16/16	0	0	-0.2263	-1
"After Taiwan earthquake, rescuers found tin cans packed into collapsed walls of high-rise https://t.co/KGRgqk6ra4 https://t.co/1NFBhjlIUH "	2/8/16	0	1	-0.2732	-1
Taiwan earthquake: Rescuers find tin cans packed into collapsed walls of toppled highrise https://t.co/sGP5lb911I https://t.co/0mT6diw5Iu 	2/8/16	0	1	-0.2732	-1
"Death toll rises to 34 in the Taiwan earthquake, according to city's disaster response office. https://t.co/rRNluPQFx3 "	2/7/16	1	1	-0.8402	-1
"At least 4 dead after magnitude-6.4 earthquake, the Taiwanese Disaster Response Center said. https://t.co/XdISZMrz2B https://t.co/0dBVQ6lxn3 "	2/5/16	1	1	-0.8555	-1
"A magnitude-6.4 earthquake shook southern Taiwan early Saturday, the @USGS said. https://t.co/nREz11qLyD https://t.co/8epq5a16m0 "	2/5/16	0	0	-0.1027	-1
"Facebook trolling, military drills: China responds to Taiwan's new president https://t.co/1aXBWdiqIV https://t.co/SREzsogcRa "	1/22/16	0	0	0	0
"Taiwan is building a church, and it's a giant glass shoe https://t.co/jQQ8ejLJ3J https://t.co/2Mt3CRarYx "	1/16/16	0	0	0	0
"In a landmark election, Taiwan elects their first woman President https://t.co/gaIbJfm5JZ https://t.co/wwD2nqbVNn "	1/16/16	0	0	0.0772	1
"Taiwan is building a church, and it's a giant glass shoe https://t.co/QLLvdW4sOW https://t.co/iw3bXT9Ebo "	1/15/16	0	0	0	0
"Taiwan is building a church, and it's a giant glass shoe https://t.co/ULC6wE1PvP https://t.co/T5yhZIlTnS "	1/15/16	0	0	0	0
"Report: Presidents of Taiwan, China to meet https://t.co/TafwyF10wp https://t.co/p3BnNGLs02 "	11/3/15	0	0	0	0
